cluster_names	Z7542	Z7546	Z7547	Z7574
B619_1207	0	0	0	0
B619_1208	0	0	0	0
7169_1648	1	1	1	1
B619_1211	0	0	0	1
B619_1212	0	0	0	0
B619_1213	0	0	0	0
B619_1214	0	0	0	0
B619_1215	0	0	0	0
B619_1216	0	0	0	0
B619_1217	0	0	0	0
B619_1218	0	0	0	0
B619_1219	0	0	0	0
B619_1220	0	0	0	0
B619_1222	0	0	0	0
B619_1223	0	0	0	0
B619_1224	0	0	0	0
B619_1225	0	0	0	0
B619_1227	0	0	0	0
B619_1228	0	0	0	0
B619_1229	0	0	0	0
B619_1230	0	0	0	0
B619_1231	0	0	0	0
B619_1232	0	0	0	0
B619_1233	0	0	0	0
B619_1234	0	0	0	0
B619_1235	0	0	0	0
B619_1236	0	0	0	0
B619_1237	0	0	0	0
B619_1238	0	0	0	0
B619_1239	0	0	0	0
B619_1240	0	0	0	0
B619_1241	0	0	0	0
B619_1242	0	0	0	0
B619_1243	0	0	0	0
B619_1244	0	0	0	0
B619_1245	0	0	0	0
B619_1246	0	0	0	0
B619_1247	0	0	0	0
B619_1248	0	0	0	0
B619_1250	0	0	0	0
B619_1251	0	0	0	0
B619_1252	0	0	0	0
B619_1253	0	0	0	0
B619_1254	0	0	0	0
B619_1255	0	0	0	0
B619_1256	0	0	0	0
B619_1257	0	0	0	0
B619_1258	0	0	0	0
B619_1259	0	0	0	0
B619_1260	0	0	0	0
B619_1261	0	0	0	0
B619_1262	0	0	0	0
B619_1263	0	0	0	0
12P80B1_391	0	0	0	0
103P14B1_881	1	1	1	1
103P14B1_861	1	1	1	1
103P14B1_1586	1	1	1	1
103P14B1_708	0	0	0	0
103P14B1_707	1	1	1	0
103P14B1_1531	1	1	1	1
103P14B1_1179	1	1	1	1
B615_1353	1	1	1	1
B619_1589	1	1	1	1
B619_1590	1	1	1	1
B502_1779	1	1	1	1
B502_1766	1	1	1	0
103P14B1_1469	1	1	1	1
103P14B1_292	1	1	1	1
B615_1764	0	0	0	1
B619_1929	1	1	1	1
B619_1935	1	1	1	1
103P14B1_1810	1	1	1	1
103P14B1_461	1	1	1	1
B620_253	1	0	1	1
B616_1448	0	0	0	0
103P14B1_1784	1	1	1	1
B615_339	0	0	0	0
103P14B1_958	1	1	1	1
B620_625	0	0	0	0
103P14B1_1258	0	0	0	0
B620_758	0	0	0	0
B620_902	1	1	1	1
B616_108	0	0	0	0
B620_1045	1	1	1	1
103P14B1_1767	1	1	1	1
B616_104	0	0	0	0
B620_1236	0	0	0	0
B620_1290	0	0	0	0
B620_1291	0	0	0	0
B620_1292	0	0	0	0
103P14B1_1947	1	1	1	1
B620_1605	1	1	1	1
B620_1621	1	1	1	1
B620_1714	0	0	0	0
B502_1780	0	0	0	1
103P14B1_1148	1	1	1	1
103P14B1_797	0	0	0	0
103P14B1_980	1	1	1	1
B621_315	1	1	1	1
103P14B1_1311	0	0	0	0
103P14B1_2034	1	1	1	0
103P14B1_1265	0	0	0	0
103P14B1_938	1	1	1	1
103P14B1_844	1	1	1	1
B502_1759	1	1	1	1
103P14B1_1494	0	0	0	0
B618_697	0	0	0	1
B621_746	0	0	0	0
B621_747	0	0	0	0
B621_748	0	0	0	0
B621_749	0	0	0	0
B618_696	0	0	0	1
B583_1374	1	1	1	1
B621_833	0	0	0	0
103P14B1_185	1	1	1	1
103P14B1_458	1	1	1	1
B617_1277	1	1	1	0
43617_1720	1	1	1	0
103P14B1_768	1	1	1	1
103P14B1_550	1	1	1	1
B621_1116	1	1	1	1
B616_1938	1	1	1	0
B621_1181	0	0	0	0
B621_1182	0	0	0	0
B621_1183	0	0	0	0
B621_1190	0	0	0	0
B621_1288	0	0	0	0
B621_1328	1	1	1	1
103P14B1_146	0	0	0	0
103P14B1_259	1	1	1	1
103P14B1_1844	1	1	1	1
103P14B1_1003	1	1	1	1
103P14B1_1497	1	0	1	1
103P14B1_1499	1	1	1	1
B615_173	0	0	0	1
103P14B1_234	1	1	1	1
103P14B1_383	1	1	1	1
B621_1593	0	0	0	1
B621_1618	0	0	0	0
103P14B1_1525	1	1	1	1
B621_1633	1	1	1	1
B618_1170	0	0	0	1
B621_1647	0	0	0	0
B621_1649	0	0	0	0
B621_1657	0	0	0	0
103P14B1_1652	0	0	0	1
103P14B1_559	1	1	1	1
103P14B1_770	1	1	1	1
103P14B1_433	1	1	1	1
B621_1684	1	1	1	1
B621_1743	0	0	0	0
B621_1744	0	0	0	0
B615_335	0	0	0	0
B615_334	0	0	0	0
103P14B1_1572	1	1	1	1
103P14B1_1012	1	1	1	1
103P14B1_624	1	1	1	1
B621_2088	0	0	0	0
103P14B1_558	1	1	1	1
103P14B1_2037	1	1	1	1
103P14B1_1120	1	1	1	1
103P14B1_1450	1	1	1	1
43617_1624	0	0	0	0
B496_1222	0	0	0	0
B622_1661	0	0	0	1
103P14B1_1949	1	1	1	1
B622_1857	1	1	1	1
103P14B1_313	1	1	1	1
B743_7	1	1	1	1
B743_102	1	1	1	0
103P14B1_1509	0	0	0	0
B743_700	0	0	0	0
B743_739	0	0	0	0
B743_814	0	0	0	0
B743_876	1	1	1	1
B743_1073	1	1	1	1
B743_1090	0	0	0	0
B743_1117	0	0	0	0
B743_1119	0	0	0	0
B743_1164	1	1	1	1
103P14B1_209	1	1	1	0
B743_1190	0	0	0	0
B743_1192	1	1	1	0
B743_1193	1	1	1	0
B743_1194	1	1	1	0
B743_1195	1	1	1	0
B743_1196	0	0	0	0
B743_1197	0	0	0	0
B743_1198	1	1	1	0
B743_1199	1	1	1	0
B743_1210	1	1	1	0
B743_1211	1	1	1	0
B743_1212	0	0	0	0
B743_1213	0	0	0	0
B743_1214	0	0	0	0
B743_1215	0	0	0	0
B743_1216	1	1	1	0
B743_1217	0	0	0	0
B743_1218	0	0	0	1
B743_1219	0	0	0	0
B743_1220	0	0	0	0
103P14B1_82	1	1	1	1
B743_1551	1	1	1	1
B615_696	0	0	0	0
B743_1646	0	0	0	0
103P14B1_1615	1	1	1	1
B616_149	0	0	0	0
B743_1828	1	1	1	1
B743_1883	0	0	0	0
B743_1888	0	0	0	0
B743_1892	0	0	0	0
103P14B1_1776	1	1	1	1
B744_49	0	0	0	0
B744_174	0	0	0	0
B744_176	0	0	0	0
B744_266	0	0	0	0
B619_1249	0	0	0	0
103P14B1_935	1	1	1	1
103P14B1_895	1	1	1	1
103P14B1_1250	1	1	1	1
B744_525	0	0	0	0
B744_624	1	1	1	1
103P14B1_978	1	1	1	1
B744_711	0	0	0	0
103P14B1_1813	0	0	0	1
103P14B1_504	1	1	1	1
103P14B1_491	1	1	1	1
B744_1072	0	0	0	0
B744_1073	0	0	0	0
B744_1169	1	1	1	1
B744_1244	0	0	0	0
103P14B1_1863	1	1	1	1
103P14B1_2027	1	1	1	1
103P14B1_1198	1	1	1	1
B619_29	1	1	1	1
103P14B1_1590	1	1	1	1
103P14B1_1454	1	1	1	1
103P14B1_314	1	1	1	1
B744_1890	1	1	1	0
43617_1730	1	1	1	0
B744_1919	0	0	0	0
B744_1921	0	0	0	0
103P14B1_1381	1	1	1	0
B744_1995	0	0	0	0
103P14B1_1679	1	1	1	1
103P14B1_690	1	1	1	1
B745_160	0	0	0	0
B745_162	1	1	1	1
B745_180	1	1	1	0
B745_181	0	0	0	0
B745_182	0	0	0	0
B745_183	0	0	0	0
B745_184	0	0	0	0
B745_185	0	0	0	0
B745_186	0	0	0	0
B745_187	0	0	0	0
B745_188	1	1	1	0
103P14B1_239	1	1	1	1
B745_221	0	0	0	0
103P14B1_468	1	1	1	1
B745_476	0	0	0	0
B745_580	0	0	0	1
B745_581	1	1	1	1
103P14B1_672	1	1	1	1
103P14B1_2085	1	1	1	1
B615_415	0	0	0	0
B745_822	0	0	0	0
B745_913	1	1	1	1
103P14B1_1099	1	1	1	1
103P14B1_1121	1	1	1	1
B745_955	0	0	0	0
12P80B1_1376	0	0	0	0
103P14B1_1856	0	0	0	0
B745_1173	0	0	0	0
B745_1188	0	0	0	0
103P14B1_273	1	1	1	1
B615_469	0	0	0	0
103P14B1_1195	1	1	1	1
103P14B1_605	1	1	1	1
43617_1301	1	1	1	1
103P14B1_1278	1	1	1	1
B745_1565	0	0	0	0
B745_1584	1	1	1	0
B745_1596	0	0	0	0
103P14B1_1775	0	0	0	0
103P14B1_297	1	1	1	1
B745_1916	1	1	1	1
B746_336	0	0	0	0
B746_342	0	0	0	0
103P14B1_452	1	1	1	1
B746_376	1	1	1	1
B746_420	0	0	0	0
103P14B1_625	1	1	1	1
B746_579	1	1	1	0
B746_580	1	1	1	0
B746_581	1	1	1	0
B746_582	1	1	1	0
B746_583	1	1	1	0
B746_584	1	1	1	0
B746_585	1	1	1	0
B746_586	1	1	1	0
B746_587	1	1	1	0
B746_588	1	1	1	0
B746_589	1	1	1	1
B746_718	1	1	1	0
B615_467	1	1	1	1
B746_852	1	1	1	1
B746_900	0	0	0	0
103P14B1_1832	1	1	1	1
103P14B1_1941	1	1	1	1
103P14B1_1304	0	0	0	0
B502_1733	1	1	1	0
B615_1530	1	1	1	1
103P14B1_1495	0	0	0	0
B746_1313	1	1	1	1
B620_580	1	1	1	1
B615_294	0	0	0	0
103P14B1_1771	1	1	1	1
103P14B1_603	1	1	1	1
103P14B1_167	1	1	1	1
103P14B1_929	1	1	1	1
B746_1713	0	0	0	0
B615_1347	1	1	1	1
103P14B1_913	1	1	1	1
B747_243	0	0	0	0
103P14B1_114	1	1	1	1
B747_321	0	0	0	1
B747_325	0	0	0	0
103P14B1_1556	1	1	1	1
103P14B1_1394	1	1	1	1
103P14B1_1201	1	1	1	1
B747_621	0	0	0	0
43617_1620	0	0	0	0
B747_783	0	0	0	0
B747_787	0	0	0	0
B747_788	0	0	0	0
103P14B1_1717	1	1	1	1
103P14B1_1000	1	1	1	1
B747_1086	0	0	0	0
103P14B1_168	1	1	1	1
103P14B1_543	1	1	1	1
B747_1438	0	0	0	0
B747_1439	0	0	0	0
B747_1440	0	0	0	0
B747_1445	1	1	1	1
103P14B1_750	1	1	1	1
103P14B1_1831	1	1	1	1
B747_1692	0	0	0	0
B747_1693	0	0	0	0
Z7574_1222	0	0	0	1
Z7574_89	1	1	1	1
Z7546_1516	1	1	1	1
Z7542_247	1	1	1	1
Z7547_1935	1	1	1	1
Z7574_2123	1	1	1	1
Z7574_1363	0	0	0	1
Z7542_79	1	1	1	1
Z7547_889	1	1	1	1
Z7542_81	1	1	1	1
Z7542_416	1	1	1	1
Z7547_1679	1	1	1	1
Z7547_1981	1	1	1	1
Z7574_163	1	1	1	1
Z7546_1453	1	1	1	1
Z7546_1966	1	1	1	1
B749_936	1	1	1	1
Z7542_586	1	1	1	0
Z7547_458	1	1	1	0
MX1_1709	1	1	1	1
Z7574_865	1	1	1	1
Z7574_2159	1	1	1	1
Z7542_1988	1	1	1	0
S11_1295	1	1	1	1
Z7574_239	1	1	1	1
Z7547_907	1	0	1	1
Z7574_1443	1	1	1	1
Z7574_65	0	0	0	1
MX1_1628	1	1	1	1
Z7546_71	1	1	1	0
Z7542_863	1	1	1	0
Z7547_1884	1	1	1	1
Z7542_781	1	1	1	1
Z7547_137	1	1	1	1
Z7574_1718	1	1	1	1
Z7574_278	1	1	1	1
Z7574_462	1	1	1	1
Z7547_1296	1	1	1	0
Z7542_1098	1	1	1	1
Z7574_1525	1	1	1	1
Z7542_1411	1	1	1	1
Z7542_1727	1	1	1	1
Z7574_1407	0	0	0	1
Z7547_2150	1	1	1	0
S11_1566	1	1	1	1
Z7546_72	1	1	1	0
Z7547_1934	1	1	1	1
Z7574_9	1	1	1	1
Z7547_122	1	1	1	1
Z7542_1693	1	1	1	1
Z7542_2253	1	1	1	0
Z7542_147	1	1	1	1
Z7574_1406	0	0	0	1
Z7547_1316	1	1	1	1
S11_457	1	1	1	1
Z7542_1504	1	1	1	1
Z7574_374	1	1	1	1
Z7546_1393	1	1	1	0
Z7574_1184	0	0	0	1
Z7574_992	1	1	1	1
Z7574_1827	0	0	0	1
Z7547_660	1	1	1	1
Z7542_1533	1	1	1	1
Z7547_18	1	1	1	1
Z7542_1844	1	1	1	1
Z7574_2152	1	1	1	1
Z7574_736	0	0	0	1
Z7547_834	1	1	1	1
BBH18_1677	1	1	1	1
Z7542_1648	1	1	1	1
Z7574_579	0	0	0	1
B748_519	0	0	0	0
Z7546_928	1	1	1	1
Z7547_656	1	1	1	1
Z7547_454	1	1	1	0
Z7574_206	1	1	1	1
Z7574_721	0	0	0	1
Z7546_1972	1	1	1	1
Z7547_749	1	1	1	1
B749_750	1	1	1	1
Z7547_1869	1	1	1	1
Z7547_651	1	1	1	1
Z7546_668	1	1	1	1
Z7574_1774	1	1	1	1
Z7542_1910	1	1	1	1
Z7542_1013	1	1	1	1
Z7574_344	1	1	1	1
Z7542_949	1	1	1	0
Z7547_735	1	1	1	1
Z7574_1929	1	1	1	1
Z7547_1193	1	1	1	1
S11_1518	1	1	1	1
Z7547_299	1	1	1	1
Z7547_1306	1	1	1	1
Z7546_904	1	1	1	1
Z7542_1994	1	1	1	0
Z7574_933	1	1	1	1
Z7546_368	1	1	1	1
MX1_1386	0	0	0	0
S11_1579	1	1	1	1
Z7574_886	1	1	1	1
Z7574_2092	1	1	1	1
Z7574_325	1	1	1	1
Z7547_1461	1	1	1	1
Z7547_288	1	1	1	1
S11_675	0	1	1	1
Z7546_1369	1	1	1	1
Z7542_1998	1	1	1	1
Z7542_1336	1	1	1	1
S11_1208	1	1	1	1
Z7542_1854	1	1	1	1
Z7542_1556	1	1	1	1
Z7542_1125	1	1	1	1
B749_368	1	1	1	1
Z7574_15	1	1	1	1
Z7546_1011	1	1	1	1
Z7542_1571	1	1	1	1
Z7542_1297	1	1	1	1
Z7574_709	0	0	0	1
B749_35	1	1	1	1
Z7574_784	1	1	1	1
Z7546_1768	1	1	1	1
Z7574_450	1	1	1	1
Z7547_620	1	1	1	1
MX1_1169	0	0	0	0
Z7574_294	1	1	1	1
Z7542_1399	1	1	1	1
Z7546_427	1	1	1	1
Z7546_1399	1	1	1	1
Z7574_1379	0	0	0	1
Z7542_1143	1	1	1	1
Z7546_1175	1	1	1	1
Z7547_1951	1	1	1	1
Z7574_104	1	1	1	1
Z7574_1216	0	0	0	1
S11_219	1	1	1	1
Z7546_1907	1	1	1	1
B750_571	0	0	0	0
Z7547_104	1	1	1	1
Z7574_329	1	1	1	1
Z7546_953	1	1	1	1
MX1_1130	1	1	1	1
B748_1825	1	1	1	1
RH4_1479	1	1	1	1
Z7574_705	0	0	0	1
Z7547_1157	1	1	1	0
Z7546_930	1	1	1	1
Z7547_519	1	1	1	1
Z7547_480	1	1	1	0
Z7574_730	0	0	0	1
B750_863	0	0	0	1
Z7546_1599	1	1	1	0
S11_377	0	0	0	0
Z7546_13	1	1	1	0
Z7542_1541	1	1	1	1
Z7546_919	1	1	1	1
Z7542_1905	1	1	1	1
Z7547_708	1	1	1	1
Z7574_1114	0	0	0	1
Z7542_1112	1	1	1	1
Z7546_1345	1	1	1	1
Z7574_611	1	1	1	1
B750_513	1	1	1	1
Z7542_1538	1	1	1	1
Z7546_364	1	1	1	1
Z7542_476	1	1	1	1
Z7574_445	1	1	1	1
Z7547_1473	1	1	1	1
Z7542_1649	1	1	1	1
Z7547_1519	1	1	1	1
Z7546_1744	1	1	1	1
Z7547_1526	1	1	1	1
Z7542_814	1	1	1	1
Z7574_2104	1	1	1	1
Z7546_841	1	1	1	1
Z7546_601	1	1	1	1
Z7547_483	1	1	1	0
Z7542_1894	1	1	1	1
B750_1202	1	1	1	1
Z7546_62	1	1	1	1
Z7546_2030	1	1	1	1
Z7574_2198	1	1	1	1
MX1_1403	1	1	1	1
Z7574_578	0	0	0	1
B750_1091	0	0	0	0
Z7547_1977	1	1	1	1
S11_1323	1	1	1	1
Z7542_155	1	1	1	1
Z7547_210	1	1	1	1
Z7546_835	1	1	1	0
Z7574_1845	1	1	1	1
BBH18_572	0	0	0	0
Z7574_687	0	0	0	1
RH4_174	0	0	0	0
Z7547_2027	1	1	1	1
Z7574_1	1	1	1	1
S11_577	1	1	1	1
Z7546_269	1	1	1	1
Z7542_1528	1	1	1	1
Z7547_1215	1	1	1	1
Z7546_1470	1	1	1	1
Z7574_241	1	1	1	1
Z7542_2213	1	1	1	1
Z7546_854	1	1	1	1
S11_420	1	1	1	1
Z7547_818	1	1	1	1
Z7542_1590	1	1	1	1
Z7546_2176	1	1	1	1
Z7574_2109	0	0	0	1
S11_331	1	1	1	1
Z7574_1828	0	0	0	1
Z7547_1757	1	1	1	0
Z7542_311	1	1	1	1
Z7574_1856	1	1	1	1
Z7542_2030	1	1	1	1
Z7574_847	1	1	1	1
S11_22	1	1	1	1
Z7547_1134	1	1	1	1
Z7546_920	1	1	1	1
Z7542_1846	1	1	1	1
Z7546_1273	1	1	1	1
Z7546_586	1	1	1	0
Z7546_1037	1	1	1	1
Z7546_2148	1	1	1	1
Z7574_1619	1	1	1	1
RH4_191	1	1	1	1
Z7546_395	1	1	1	1
Z7546_1221	1	1	1	1
Z7542_1614	1	1	1	1
Z7574_102	1	1	1	1
Z7547_527	1	1	1	1
Z7574_1099	1	1	1	1
Z7546_1337	1	1	1	1
S11_1113	1	1	1	1
Z7574_1440	1	1	1	1
Z7574_1175	1	1	1	1
MX1_1961	0	0	0	0
Z7546_821	1	1	1	1
S11_757	1	1	1	1
Z7574_2178	1	1	1	1
Z7547_734	1	1	1	1
Z7547_794	1	1	1	0
B748_620	1	1	1	1
Z7574_954	1	1	1	1
B749_557	1	1	1	1
Z7574_1867	1	1	1	1
Z7542_913	1	1	1	0
Z7547_232	1	1	1	1
Z7546_1710	1	1	1	1
Z7574_2288	1	1	1	1
Z7546_206	1	1	1	1
Z7547_333	1	1	1	0
Z7542_417	1	1	1	1
Z7574_1768	1	1	1	1
Z7546_1309	1	1	1	1
S11_326	1	1	1	1
Z7542_1945	1	1	1	1
Z7547_21	1	1	1	1
Z7542_282	1	1	1	0
Z7547_315	1	1	1	1
Z7546_1234	1	1	1	1
Z7546_1617	1	1	1	1
MX1_110	1	1	1	1
Z7542_1745	1	1	1	1
Z7546_768	1	1	1	1
Z7547_91	1	0	1	1
Z7542_1987	1	1	1	0
Z7546_2097	1	1	1	0
Z7542_951	1	1	1	0
Z7574_2101	1	1	1	1
Z7547_120	1	1	1	1
Z7542_763	1	1	1	1
Z7547_325	1	1	1	1
Z7546_1346	1	1	1	1
Z7542_659	1	1	1	1
Z7546_832	1	1	1	0
Z7542_1415	1	1	1	1
Z7542_2072	1	1	1	1
Z7574_1957	0	0	0	1
Z7574_714	0	0	0	1
Z7542_267	1	1	1	1
Z7542_590	1	1	1	0
MX1_678	1	1	1	1
Z7542_1514	1	1	1	1
Z7547_1511	1	1	1	0
Z7547_1952	1	1	1	1
Z7546_1556	1	1	1	1
Z7547_1106	1	1	1	1
Z7542_1627	1	1	1	1
Z7546_600	1	1	1	1
B749_140	1	1	1	1
Z7542_251	1	1	1	1
Z7546_1463	1	1	1	1
Z7547_198	1	1	1	0
Z7574_229	1	1	1	1
Z7546_202	1	1	1	1
Z7574_542	1	1	1	1
Z7546_859	1	1	1	0
B748_1226	1	1	1	1
Z7546_1363	1	1	1	1
Z7542_845	1	1	1	1
Z7547_788	1	1	1	1
S11_899	1	1	1	1
Z7574_732	0	0	0	1
Z7542_954	1	1	1	0
Z7574_2247	0	0	0	1
Z7546_1580	1	1	1	1
Z7574_1260	1	1	1	1
Z7546_826	1	1	1	0
Z7542_642	1	1	1	1
Z7574_431	1	1	1	1
Z7574_840	1	1	1	1
B750_348	0	0	0	0
Z7547_1109	1	1	1	1
S11_1116	0	0	0	1
MX1_1720	1	1	1	1
Z7542_1049	1	1	1	1
Z7546_2135	1	1	1	0
Z7574_1589	1	1	1	1
Z7542_1594	1	1	1	1
Z7542_976	1	1	1	1
Z7547_1177	1	1	1	1
Z7546_1469	1	1	1	1
Z7547_2116	1	1	1	1
Z7574_636	0	0	0	1
Z7542_2054	1	1	1	1
Z7574_1373	0	0	0	1
Z7546_1678	1	1	1	1
Z7542_1529	1	1	1	1
Z7542_1012	1	1	1	1
Z7547_791	1	1	1	0
Z7542_200	1	1	1	0
Z7546_1124	1	1	1	1
Z7574_536	1	1	1	1
Z7546_1285	1	1	1	1
MX1_343	1	1	1	1
S11_1114	0	0	0	1
B749_325	0	0	0	0
Z7574_311	1	1	1	1
Z7546_671	1	1	1	1
Z7546_820	1	1	1	1
S11_758	1	1	1	1
Z7542_1636	1	1	1	1
Z7542_1949	1	1	1	1
Z7547_1311	1	1	1	1
Z7546_2011	1	1	1	1
Z7574_1672	1	1	1	1
Z7542_1868	1	1	1	1
Z7547_1358	1	1	1	1
Z7547_1808	1	1	1	1
Z7546_2167	1	1	1	1
Z7546_1297	1	1	1	1
Z7546_2058	1	1	1	1
Z7574_738	0	0	0	1
MX1_888	1	1	1	1
MX1_151	0	0	0	0
Z7542_1775	1	1	1	1
Z7574_2163	1	1	1	1
Z7546_458	1	1	1	1
Z7547_322	1	1	1	1
Z7547_867	1	1	1	0
Z7574_2245	0	0	0	1
Z7574_1853	0	0	0	1
Z7574_242	1	1	1	1
Z7546_1034	1	1	1	1
B749_1896	1	1	1	0
Z7547_987	1	0	1	1
Z7547_672	1	1	1	1
Z7546_1154	1	1	1	1
Z7546_268	1	1	1	1
Z7574_634	0	0	0	1
Z7574_1094	1	1	1	1
Z7547_1216	1	1	1	1
Z7542_842	1	1	1	1
Z7574_873	1	1	1	1
Z7574_1894	1	1	1	1
B748_1932	0	0	0	0
Z7547_23	1	1	1	1
Z7574_723	0	0	0	1
Z7574_704	0	0	0	1
Z7542_1016	1	1	1	1
Z7547_1652	1	1	1	1
Z7546_18	1	1	1	1
Z7546_1598	1	1	1	0
Z7547_211	1	1	1	1
Z7574_187	1	0	1	1
Z7574_318	1	1	1	1
Z7574_305	1	1	1	1
Z7542_77	1	1	1	1
Z7547_295	1	1	1	1
Z7546_1315	1	1	1	0
MX1_1937	1	1	1	1
Z7574_1224	1	1	1	1
Z7574_2195	1	1	1	1
Z7542_1713	1	1	1	0
Z7547_2001	1	1	1	0
Z7547_910	1	0	1	1
Z7542_1015	1	1	1	1
Z7574_1060	1	1	1	1
Z7546_1615	1	1	1	1
RH4_905	0	0	0	0
Z7546_923	1	1	1	1
Z7574_408	1	1	1	1
Z7547_902	1	1	1	1
Z7546_1600	1	1	1	0
Z7542_945	1	1	1	1
Z7542_321	1	1	1	1
Z7547_726	1	1	1	1
Z7547_1520	1	1	1	1
Z7574_194	1	1	1	1
Z7547_888	1	1	1	1
B750_1203	1	1	1	1
Z7574_1825	1	1	1	1
Z7542_1385	1	1	1	0
Z7546_1834	1	1	1	1
Z7547_1518	1	1	1	1
Z7546_2092	1	1	1	0
Z7574_868	1	1	1	1
Z7546_1501	1	1	1	0
B749_584	0	0	0	0
Z7546_1250	1	1	1	1
Z7546_642	1	1	1	0
Z7574_1618	1	1	1	1
Z7546_2077	1	1	1	1
Z7574_1629	1	1	1	1
Z7542_1096	1	1	1	1
Z7547_1608	1	1	1	1
BBH18_1801	0	0	0	0
S11_1041	1	1	1	1
Z7546_417	1	1	1	1
B749_1600	0	0	0	0
B748_242	0	0	0	0
Z7547_514	1	1	1	0
Z7574_1900	1	1	1	1
Z7542_915	1	1	1	1
Z7546_697	1	1	1	1
Z7546_2134	1	1	1	1
Z7546_1674	1	1	1	0
MX1_1137	1	1	1	1
MX1_404	1	1	1	1
B748_1	1	1	1	0
Z7574_117	1	1	1	1
Z7547_776	1	1	1	1
Z7574_951	1	1	1	1
Z7547_1548	1	1	1	1
Z7546_1202	1	1	1	1
Z7574_699	0	0	0	1
Z7574_270	1	1	1	1
Z7547_1440	1	1	1	1
Z7546_932	1	1	1	1
Z7547_607	1	1	1	1
Z7547_890	1	1	1	1
Z7546_1286	1	1	1	1
Z7542_496	1	1	1	1
Z7546_213	1	1	1	1
Z7542_841	1	1	1	1
Z7547_1030	1	1	1	1
BBH18_311	1	1	1	1
Z7546_1159	1	1	1	1
Z7574_1365	0	0	0	1
Z7574_190	1	1	1	1
Z7542_878	1	1	1	0
Z7542_1653	1	1	1	1
Z7574_843	1	1	1	1
Z7547_1885	1	1	1	1
Z7547_1503	1	1	1	1
Z7542_947	1	1	1	1
Z7547_1711	1	1	1	1
Z7542_1387	1	1	1	0
Z7542_882	1	1	1	1
Z7547_1699	1	1	1	1
Z7542_37	1	1	1	1
Z7546_1229	1	1	1	0
Z7547_391	1	1	1	0
Z7542_2249	1	1	1	1
Z7546_761	1	1	1	0
Z7547_807	1	1	1	1
Z7574_359	1	1	1	1
Z7542_1716	1	1	1	0
Z7542_2010	1	1	1	0
Z7574_505	1	1	1	1
Z7547_476	1	1	1	1
Z7547_1182	1	1	1	1
Z7547_2148	1	1	1	1
Z7546_1855	1	1	1	1
Z7542_250	1	1	1	1
Z7546_1360	1	1	1	0
Z7574_2105	1	1	1	1
Z7546_941	1	1	1	0
Z7542_619	1	1	1	0
Z7546_1929	1	1	1	1
Z7547_2132	1	1	1	1
RH4_461	0	0	0	0
Z7547_523	1	1	1	0
Z7574_2166	1	1	1	1
Z7542_1991	1	1	1	0
Z7547_1555	1	1	1	1
Z7546_2150	1	1	1	1
Z7547_2229	1	1	1	1
Z7574_1904	1	1	1	1
Z7546_2163	1	1	1	1
Z7547_448	1	1	1	1
Z7546_791	1	1	1	1
Z7546_691	1	1	1	1
B750_1017	1	1	1	1
Z7547_1708	1	1	1	1
Z7546_2152	1	1	1	1
Z7574_2129	1	1	1	1
Z7546_1551	1	1	1	1
Z7574_426	1	1	1	1
Z7547_245	1	1	1	1
Z7542_862	1	1	1	0
Z7547_648	1	1	1	1
Z7547_471	1	1	1	1
Z7574_838	1	1	1	1
B748_1539	0	0	0	0
Z7547_960	1	1	1	1
MX1_483	1	1	1	1
Z7547_127	1	1	1	1
Z7574_1657	1	1	1	1
Z7542_78	1	1	1	1
Z7542_1943	1	1	1	1
Z7547_771	1	1	1	0
Z7547_500	1	1	1	1
Z7542_1611	1	1	1	1
Z7547_1797	1	1	1	1
Z7542_2096	1	1	1	1
Z7546_1998	1	1	1	1
Z7574_1578	1	1	1	1
Z7542_687	1	1	1	1
Z7574_1302	1	1	1	1
Z7574_193	1	1	1	1
Z7574_1548	0	0	0	1
Z7542_1417	1	1	1	1
Z7574_680	0	0	0	1
Z7546_2196	1	1	1	1
Z7542_1829	1	1	1	1
Z7547_170	1	1	1	0
Z7546_1597	1	1	1	1
Z7542_1055	1	1	1	1
Z7574_1358	0	0	0	1
Z7542_2180	1	0	1	1
Z7546_281	1	1	1	1
B750_1415	1	1	1	1
Z7574_2027	1	1	1	1
Z7542_1992	1	1	1	0
Z7542_189	1	1	1	1
Z7546_2090	1	1	1	1
Z7546_56	1	1	1	1
Z7574_2151	1	1	1	1
Z7574_2120	1	1	1	1
Z7574_2250	0	0	0	1
Z7574_456	1	1	1	1
Z7542_1051	1	1	1	1
Z7547_2242	1	1	1	1
Z7547_7	1	1	1	1
Z7546_1385	1	1	1	1
Z7546_1344	1	1	1	1
Z7547_478	1	1	1	0
Z7546_2142	1	1	1	1
Z7542_1652	1	1	1	1
B749_1817	1	1	1	1
Z7542_1402	1	1	1	1
Z7574_703	0	0	0	1
Z7547_1738	1	1	1	1
Z7546_1760	1	1	1	0
Z7546_1683	1	1	1	1
Z7542_984	1	1	1	1
B749_1635	1	1	1	1
Z7574_1045	1	1	1	1
Z7574_1337	1	1	1	1
S11_575	1	1	1	1
Z7542_19	1	1	1	1
Z7542_805	1	1	1	1
Z7542_848	1	1	1	1
Z7542_1187	1	1	1	1
Z7574_1393	0	0	0	1
Z7542_198	1	1	1	0
Z7574_1571	1	1	1	1
Z7546_1838	1	1	1	1
Z7542_1328	1	1	1	1
